smiles,Ki,Kd,IC50
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1,>10000,,
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1, 2540,,
NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,>10000,,
COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)C1,>10000,,
COc1cccc(-c2cn(C3CCN(CCO)CC3)c3ncnc(N)c23)c1,>10000,,
NC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1, 170,,
COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1, 930,,
CN(C)C(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1, 500,,
COCCNCCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1, 310,,
O=C(c1ccc2ccccc2c1)[PH](O)(O)O, 250000,,
COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC, 18000,,
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4, 49,,
c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1, 39,,
c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1, 5.0,,
c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1, 3,,
c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1, 1,,
C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1, 1100,,
CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,>10000,,
C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1, 280,,
OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1, 1100,,
OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1, 2000,,
COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1, 4400,,
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1, 1028,,
CN(C)CCOc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cn1,>10000,,
CN(C)C/C=C/C(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 4129,,
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,>10000,,
CN(C)C/C=C/C(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 123,,
CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1, 330,,
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 87,,
C=CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 9.7,,
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 976,,
CN(C)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cn1,>10000,,
C=CC(=O)Nc1cnc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1, 375,,
CC#CC(=O)Nc1cnc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1, 3762,,
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,, 6.0,
CC(C)(C)ONC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 30000,,
CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C, 800,,
O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 3000,,
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 800,,
CCOP(=O)(Cc1cc(NCc2cc(O)ccc2O)ccc1O)OCC, 4000,,
O=C(OCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 1500,,
CC(COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O)CC(C)(C)C, 10000,,
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 3000,,
O=C(OCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 700,,
O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 400,,
O=C(O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 6000,,
O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 200,,
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O, 30,,
O=C(Cc1cc(NCc2cc(O)ccc2O)ccc1O)NOCc1ccccc1, 16000,,
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1, 360,,
COC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 20000,,
O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 100000,,
CONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 300,,
CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)c1ccccc1, 2700,,
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O, 150,,
O=C(OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)c1cc(NCc2cc(O)ccc2O)ccc1O, 1250,,
O=C(NO)c1cc(NCc2cc(O)ccc2O)ccc1O, 400,,
O=C(Oc1cccc(O)c1)c1cc(NCc2cc(O)ccc2O)ccc1O, 90,,
CCOP(=O)(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)OCC, 75000,,
O=P(O)(O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 3000,,
COC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 12000,,
O=C(O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 38000,,
CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 11000,,
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 9000,,
O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 5000,,
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C, 8000,,
CCOP(=O)(Cc1cc(NCc2cc(O)ccc2O)ccc1O)OCC, 70000,,
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 7000,,
CC(C)(C)ONC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 31000,,
CC(C)(C)ONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 100,,
O=C(O)c1cc(NCc2cc(O)ccc2O)ccc1O, 92000,,
O=C(Oc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 70,,
O=C(OC/C=C/c1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 2000,,
CC(C)CCCC(C)CCOC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 5000,,
O=C(NO)c1cc(NCc2cc(O)ccc2O)ccc1O, 40000,,
O=C(Cc1cc(NCc2cc(O)ccc2O)ccc1O)NOCc1ccccc1, 1000,,
CC(C)(C)OC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 8000,,
CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 400,,
CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 6100,,
CC(C)(C)OC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 1000,,
CONC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 27000,,
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1, 3500,,
O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 60000,,
CC(C)(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 7000,,
COC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 100000,,
CCOC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 50000,,
CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)c1ccccc1, 400,,
O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1, 50000,,
O=C(OCCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 1250,,
CC(C)(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 700,,
O=C(Oc1cccc2ccccc12)c1cc(NCc2cc(O)ccc2O)ccc1O, 110,,
CCOC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 7000,,
CC(C)c1ccc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1, 1400,,
CC(C)CCCC(C)CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 25000,,
O=C(OC/C=C/c1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 1300,,
O=C(Oc1ccc(-c2ccccc2)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 5000,,
O=C(OCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 80,,
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 600,,
O=P(O)(O)Cc1cc(NCc2cc(O)ccc2O)ccc1O,>100000,,
O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 130,,
CCOC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 100000,,
O=C(OCCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 30,,
O=C(OCC1CCCCC1)c1cc(NCc2cc(O)ccc2O)ccc1O, 2500,,
O=C(OCC1CCCCC1)c1cc(NCc2cc(O)ccc2O)ccc1O, 1200,,
Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1, 3000,,
CC(C)c1ccc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1, 1000,,
O=C(OCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 2500,,
O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 35000,,
CCOC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O, 20000,,
CONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 20000,,
O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 50,,
O=C(Oc1ccc2ccccc2c1)c1cc(NCc2cc(O)ccc2O)ccc1O, 90,,
O=C(Oc1cccc2ccccc12)c1cc(NCc2cc(O)ccc2O)ccc1O, 4400,,
CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)CC(C)(C)C, 800,,
CC(C)(C)ONC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 5000,,
COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O, 1000,,
CCOC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O, 40000,,
O=C(Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O)NOCc1ccccc1, 61000,,
Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1, 1600,,
O=C(Oc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O, 10000,,
CC(C)(C)ONC(=O)Cc1cc(NCc2cc(O)ccc2O)ccc1O, 46000,,
CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,>50000,,
Cc1ccc(Nc2cc3c(cc2Nc2ccc(C)cc2)C(=O)NC3=O)cc1, 4500,,
O=C1NC(=O)c2cc(Nc3ccc(-c4ccccc4)cc3)c(Nc3ccc(-c4ccccc4)cc3)cc21,>50000,,
COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1, 18000,,
O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,>100000,,
O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1,>50000,,
COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,>50000,,
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21, 2200,,
CC(=O)N(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,>50000,,
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,, 160,
CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,>100000,,
COC(=O)c1ccc(-c2ccc(C(C)(C)C)cc2O)cc1,>5000,,
CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)O)cc2)c1,>20000,,
O=C(O)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1, 10000,,
O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1, 1400,,
COCOc1c(-c2ccccc2)cccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,>10000,,
COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,>10000,,
O=C(NCc1ccccc1)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1, 8000,,
CC(COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1)CC(C)(C)C,>10000,,
COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1, 1100,,
CC(COC(=O)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1)CC(C)(C)C,>5000,,
CC(COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1)CC(C)(C)C,>5000,,
COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,>5000,,
COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)O)cc1, 10000,,
CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)c(O)c1,>10000,,
COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OC)cc1,>5000,,
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1, 10000,,
CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1, 5400,,
O=C(NCc1ccccc1)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,>5000,,
Clc1cccc(Nc2ncnc3[nH]c(-c4ccccc4)c(-c4ccccc4)c23)c1, 3000,,
Clc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1, 29,,
Cc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1, 820,,
c1ccc(Nc2ncnc3[nH]c4c(c23)CCCC4)cc1, 3000,,
Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C, 1900,,
Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1, 230,,
Clc1cccc(Nc2ncnc3[nH]c4ccccc4c23)c1, 120,,
Cc1[nH]c2ncnc(Nc3cccc(Br)c3)c2c1C, 1500,,
Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1C, 300,,
Cc1[nH]c2ncnc(Nc3cccc(F)c3)c2c1C,>100000,,
Cc1c(-c2ccccc2)[nH]c2ncnc(Nc3cccc(Cl)c3)c12, 10,,
Cc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1, 570,,
Brc1cccc(Nc2ncnc3[nH]c4c(c23)CCCC4)c1, 46,,
O=C(NCc1ccccc1)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,>5000,,
COC(=O)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1, 14000,,
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,>5000,,
CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,>5000,,
COC(=O)c1ccc(-c2cccc(-c3ccccc3)c2O)cc1,>20000,,
CC(C)(C)c1ccc(-c2ccc(C(=O)O)cc2)c(O)c1,>10000,,
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OC)cc1,>10000,,
CC(C)(C)c1cc(O)cc(-c2ccc(CO)cc2)c1,>10000,,
CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)O)cc2)c1,>50000,,
COC(=O)c1ccc(-c2cc(O)cc(C(C)(C)C)c2)cc1,>10000,,
COCOc1cc(C(C)(C)C)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,>50000,,
CC(C)(C)c1ccc(-c2ccc(C(=O)NCc3ccccc3)cc2)c(O)c1,>5000,,
COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,>1000,,
O=C(NCc1ccccc1)c1ccc(-c2ccc(-c3ccccc3)cc2O)cc1,>1000,,
COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)OCC(C)CC(C)(C)C)cc1,>20000,,
CCn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2CC)c(C(=O)Nc2ccccc2)c2ccccc21,>100000,,
COC(=O)c1ccc(CNC(=O)c2c(SSc3c(C(=O)NCc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1, 13000,,
Cn1c(SSc2c(C(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2C)c(C(=O)Nc2cccc(C(=O)O)c2)c2ccccc21, 12000,,
O=C(Nc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)Nc2ccccc2)[nH]c2ccccc12, 100000,,
Cn1c(SSc2c(C(=O)c3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21, 5500,,
O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12, 4200,,
Cn1c(SSc2c(C(=O)NCC(=O)O)c3ccccc3n2C)c(C(=O)NCC(=O)O)c2ccccc21, 10000,,
Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21, 5300,,
CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12, 6100,,
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(Cl)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(Cl)ccc21, 4300,,
Cn1c(SSc2c(C(=O)Nc3ccncc3)c3ccccc3n2C)c(C(=O)Nc2ccncc2)c2ccccc21,>100000,,
COC(=O)c1ccc(C(=O)c2c(SSc3c(C(=O)c4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1, 6100,,
CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12, 21200,,
Cn1c(SSc2c(C(=O)Nc3cccnc3)c3ccccc3n2C)c(C(=O)Nc2cccnc2)c2ccccc21,>100000,,
Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21, 43000,,
O=C(NCc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)NCc2ccccc2)[nH]c2ccccc12, 15000,,
CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12, 5600,,
Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21, 16900,,
Cc1ccc(S(=O)(=O)c2c(SSc3[nH]c4ccccc4c3S(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1, 28700,,
COC(=O)c1ccc(NC(=O)c2c(SSc3c(C(=O)Nc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,>100000,,
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,>100000,,
CN(C)CCNC(=O)c1c(SSc2c(C(=O)NCCN(C)C)c3ccccc3n2C)n(C)c2ccccc12, 17500,,
CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12, 1800,,
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21, 10900,,
COC(=O)c1cccc(NC(=O)c2c(SSc3c(C(=O)Nc4cccc(C(=O)OC)c4)c4ccccc4n3C)n(C)c3ccccc23)c1,>100000,,
Cn1c(SSc2c(C(=O)Nc3ccccn3)c3ccccc3n2C)c(C(=O)Nc2ccccn2)c2ccccc21, 47000,,
Cn1c(SSc2c(C#N)c3ccccc3n2C)c(C#N)c2ccccc21, 6900,,
Cn1c(SSc2c(C(=O)c3ccccc3)c3ccccc3n2C)c(C(=O)c2ccccc2)c2ccccc21,>100000,,
Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc21, 4700,,
CN(C(=O)c1c(SSc2c(C(=O)N(C)c3ccccc3)c3ccccc3n2C)n(C)c2ccccc12)c1ccccc1,>100000,,
Cn1c(SSc2c(C(=O)Nc3cccs3)c3ccccc3n2C)c(C(=O)Nc2cccs2)c2ccccc21,>100000,,
NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1, 3300,,
Cc1c(SSc2c(C)c3ccccc3n2C)n(C)c2ccccc12,>100000,,
COC(=O)CCc1c(SSc2c(CCC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,>100000,,
Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21, 1700,,
Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21, 47000,,
Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21, 7700,,
c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1, 100000,,
COC(=O)c1ccccc1NC(=O)c1c(SSc2c(C(=O)Nc3ccccc3C(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,>100000,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1, 1.1,,
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1, 3.3,,
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1, 0.720000,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1, 0.750000,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1, 18,,
C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1, 0.540000,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1, 1.6,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1, 5.8,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1, 0.420000,,
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1, 8.3,,
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1, 90,,
C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1, 53,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1, 0.700000,,
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1, 3.4,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1, 18,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1, 4.2,,
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1, 0.910000,,
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1, 2.7,,
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1, 9.9,,
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1, 14,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O, 15000,,
CCOc1ccc2nc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)sc2c1,>100000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O, 450,,
COc1cc(C=C(C#N)C#N)cc(C)c1O, 112000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O, 16000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O, 3000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O, 1950,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O, 1700,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O, 14500,,
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O, 8000,,
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O, 940,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O, 12500,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O, 1750,,
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O, 15000,,
COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O, 36000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc3ccccc3c2)c1O, 6600,,
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O, 750,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O, 60000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O, 12500,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O, 48000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O, 1000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O, 3300,,
Cc1cc(C=C(C#N)C#N)cc(O)c1O, 13000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O, 250,,
COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O, 17400,,
N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O, 640,,
Cc1cc(C=C(C#N)C#N)cc(O)c1O, 59000,,
COc1cc(/C=C(\C#N)C(=O)c2ccc(O)c(O)c2)cc(CSCc2ccccc2)c1O, 6200,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O, 2000,,
COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O, 91000,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O, 5300,,
COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O, 6500,,
